Section,Subsection,Question,Answer,Answer Context,Handbook Reference,Figure Numbers,Figure Captions
ENT Emergencies,Acute Airways Obstruction,Why do doctors call for senior help so quickly when someone has stridor?,"Stridor can mean the airway is narrowing. ENT, anaesthetic, emergency, and paediatric teams may be needed early because treatment sometimes has to secure the airway urgently.","Airway obstruction management prioritises early recognition, oxygenation, and senior multidisciplinary support. Investigations are secondary to immediate management, and unstable patients should not be delayed for imaging. Depending on the cause and response, treatment may require oxygen, heliox, nebulised adrenaline, steroids, intubation, a nasopharyngeal airway, cricothyroidotomy, or tracheostomy.",ENT Emergencies > Acute Airways Obstruction > Treatment,,
ENT Emergencies,Acute Airways Obstruction,Why might doctors avoid upsetting a child who has suspected airway swelling?,"Agitation can worsen breathing difficulty and, in some airway infections, may precipitate sudden loss of the airway. Clinicians try to keep the child calm while arranging urgent expert care.","In suspected airway obstruction, unnecessary distress can worsen airflow limitation by increasing respiratory demand and dynamic airway collapse. Some conditions, such as epiglottitis, can deteriorate if examination or investigation agitates the patient. Airway assessment must therefore balance diagnostic information against the risk of triggering complete obstruction.",ENT Emergencies > Acute Airways Obstruction > Investigations,,
ENT Emergencies,Epistaxis (Nose Bleed),"If my nose is bleeding heavily, should I sit back or lean forward?","You should lean forward and pinch the soft part of the nose firmly, not the hard bridge. Leaning forward reduces swallowing of blood and pressure over the soft septal area helps control common anterior bleeding.","Most nosebleeds arise from Little’s area on the anterior septum. First-line control uses direct compression of the soft cartilaginous part of the nose against the septum, with the head tilted forward. Pinching the bony bridge is ineffective because it does not compress the usual anterior bleeding site.",ENT Emergencies > Epistaxis > Initial management,[64],"Figure 64: Little areas on the left nasal cavity (reproduced with permission from Otolaryngology Houston, www.ghoryeb.com)."
ENT Emergencies,Epistaxis (Nose Bleed),Why did the doctor ask whether the blood was coming out the front of my nose or going down my throat?,"That helps estimate whether the bleeding is more likely from the front or back of the nose. Posterior bleeding can be harder to control and may need packing, admission, or surgery.","Epistaxis assessment distinguishes anterior from posterior bleeding because this changes management. Anterior bleeding often presents from the nostril and may be visible around Little’s area. Posterior bleeding may trickle into the throat, be swallowed, and require posterior packing, admission, operative arterial ligation, or interventional radiology if conservative measures fail.",ENT Emergencies > Epistaxis > History and management,[64],"Figure 64: Little areas on the left nasal cavity (reproduced with permission from Otolaryngology Houston, www.ghoryeb.com)."
ENT Emergencies,Epistaxis (Nose Bleed),"Why does the doctor ask about blood thinners, high blood pressure, liver problems, and easy bruising when I have a nosebleed?","These factors can make bleeding heavier, longer-lasting, or harder to control. They also help decide whether blood tests, admission, medication review, or more urgent treatment is needed.","Epistaxis severity is influenced by local triggers and systemic bleeding risk. Anticoagulants, antiplatelet drugs, hypertension, liver or kidney disease, alcohol-related disease, coagulopathy, pregnancy, hereditary haemorrhagic telangiectasia, and previous nasal surgery may alter bleeding tendency, resuscitation priorities, and procedural planning.",ENT Emergencies > Epistaxis > Risk factors and causes,[64],"Figure 64: Little areas on the left nasal cavity (reproduced with permission from Otolaryngology Houston, www.ghoryeb.com)."
ENT Emergencies,Foreign Body in the Nose,My child has a bad-smelling discharge from only one nostril. Could something be stuck inside?,"Yes. A one-sided, offensive nasal discharge in a child can suggest a nasal foreign body. It should be assessed because some objects can move backwards or damage the nose.","Nasal foreign bodies are common in children and may include beads, peas, nuts, sweets, or small household objects. Unilateral obstruction, offensive discharge, and irritability in infants are typical clues. The main risks are aspiration into the airway and local mucosal injury, especially if removal attempts push the object further posteriorly.",ENT Emergencies > Foreign body in the nose,[65],Figure 65: Foreign body (screw) in the nose of a child.
ENT Emergencies,Foreign Body in the Nose,Why is a button battery in the nose treated as an emergency?,A button battery can quickly burn and erode the nasal lining and cartilage. It needs urgent removal to prevent septal damage and perforation.,"Button batteries are chemically hazardous foreign bodies. When lodged in the nose, they can rapidly erode nasal mucosa and septal cartilage, causing necrosis and septal perforation. Management therefore prioritises prompt recognition and removal rather than routine observation.",ENT Emergencies > Foreign body in the nose > Button battery risk,[65],Figure 65: Foreign body (screw) in the nose of a child.
ENT Emergencies,Nasal Septum Haematoma,"After a nose injury, why does the doctor urgently check the middle wall inside my nose?","They are checking for a septal haematoma, which is a collection of blood between the septal cartilage and its covering. If missed, it can damage the cartilage and permanently change the shape of the nose.","A septal haematoma forms when blood collects between the perichondrium and septal cartilage. This separates cartilage from its blood supply, causing devascularisation, necrosis, abscess formation, perforation, and saddle-nose deformity if untreated. It is commonly associated with nasal trauma and may be unilateral or bilateral.",ENT Emergencies > Nasal septum haematoma > Description and complications,[66],"Figure 66: Right sided septal haematoma. Description A septal haematoma is blood which collects between the perichondrium and septal cartilage. There is an increased risk of devascularisation of the septal cartilage and this can lead to necrosis, perforation and deformity."
ENT Emergencies,Nasal Septum Haematoma,Why does a septal haematoma need surgery instead of just tablets or observation?,"The trapped blood must be drained urgently, usually under anaesthetic. Antibiotics may be used, but drainage is needed to prevent cartilage death, abscess, perforation, and permanent deformity.","Septal haematoma management requires urgent incision and drainage because the mechanical separation between cartilage and perichondrium threatens cartilage viability. Delayed treatment increases the risk of septal abscess, perforation, and saddle-nose deformity. Antibiotic cover is used to reduce secondary infection risk, but it does not replace drainage.",ENT Emergencies > Nasal septum haematoma > Management,[66],"Figure 66: Right sided septal haematoma. Description A septal haematoma is blood which collects between the perichondrium and septal cartilage. There is an increased risk of devascularisation of the septal cartilage and this can lead to necrosis, perforation and deformity."
ENT Emergencies,Foreign Body in the Ear,My child put something in their ear but seems fine. Does it still need to come out?,"Yes. Ear foreign bodies should be removed with appropriate equipment. Even if symptoms are mild, retained objects can cause hearing loss, discharge, bleeding, infection, or canal injury.","Ear foreign bodies are common in children but may also occur in adults, including cotton-bud fragments or tissue. Symptoms can include hearing loss and foul-smelling or bloody discharge if the object has been present for some time. Removal technique depends on the object’s shape, material, and position.",ENT Emergencies > Foreign body in the ear,[67],"Figure 67: Foreign body in the ear (reproduced with permission from Otolaryngology Houston, www.ghoryeb.com)."
ENT Emergencies,Foreign Body in the Ear,Why should I not keep trying to pull an object out of my child’s ear at home?,"Repeated attempts can push the object deeper or injure the ear canal or eardrum. A clinician can choose the correct tool, such as forceps, a hook, suction, or microscopy.","Foreign-body removal requires appropriate visualisation and instrumentation. Hard round objects may need a hook, soft objects may be grasped with forceps, and some cases need microsuction or removal under general anaesthesia. The first attempt is often the best chance, especially in children, so poorly controlled attempts increase trauma and failure risk.",ENT Emergencies > Foreign body in the ear; Practical Procedures > Oto-Microscopy and Foreign Body Removal,[67],"Figure 67: Foreign body in the ear (reproduced with permission from Otolaryngology Houston, www.ghoryeb.com)."
ENT Emergencies,Perforated Tympanic Membrane,I felt sudden ear pain after a blow to the ear and then noticed blood. Could my eardrum be torn?,"Yes, trauma can perforate the eardrum and may cause sudden pain, bleeding, hearing loss, or later discharge. You should have the ear examined and keep water out until reviewed.","Tympanic membrane perforation may follow trauma, barotrauma, infection, or previous ear surgery such as grommet insertion. Pain may occur at the moment of perforation, sometimes with blood discharge. Hearing loss and recurrent discharge can occur depending on perforation size, infection, and middle-ear involvement.",ENT Emergencies > Perforated Tympanic Membrane > Causes and presentation,[68],"Figure 68: Central perforation of left tympanic membrane (reproduced with permission from Otolaryngology Houston, www.ghoryeb.com)."
